date,new_cases,total_cases,new_deaths,total_deaths
2021-12-11,36.0,39778.0,1.0,849.0
2021-12-12,28.0,39806.0,0.0,849.0
2021-12-13,28.0,39834.0,1.0,850.0
2021-12-14,44.0,39878.0,2.0,852.0
2021-12-15,46.0,39924.0,0.0,852.0
2021-12-16,40.0,39964.0,0.0,852.0
2021-12-17,26.0,39990.0,0.0,852.0
2021-12-18,37.0,40027.0,0.0,852.0
2021-12-19,56.0,40083.0,1.0,853.0
2021-12-20,43.0,40126.0,2.0,855.0
2021-12-21,56.0,40182.0,2.0,857.0
2021-12-22,57.0,40239.0,2.0,859.0
2021-12-23,69.0,40308.0,1.0,860.0
2021-12-24,81.0,40389.0,1.0,861.0
2021-12-25,64.0,40453.0,1.0,862.0
2021-12-26,51.0,40504.0,0.0,862.0
2021-12-27,110.0,40614.0,0.0,862.0
2021-12-28,123.0,40737.0,0.0,862.0
2021-12-29,169.0,40906.0,0.0,862.0
2021-12-30,248.0,41154.0,1.0,863.0
2021-12-31,319.0,41473.0,3.0,866.0
2022-01-01,394.0,41867.0,4.0,870.0
2022-01-02,315.0,42182.0,2.0,872.0
2022-01-03,490.0,42672.0,0.0,872.0
2022-01-04,825.0,43497.0,2.0,874.0
2022-01-05,1149.0,44646.0,2.0,876.0
2022-01-06,1179.0,45825.0,4.0,880.0
2022-01-07,1211.0,47036.0,1.0,881.0
2022-01-08,1069.0,48105.0,4.0,885.0
2022-01-09,901.0,49006.0,1.0,886.0
2022-01-10,667.0,49673.0,2.0,888.0
2022-01-11,1029.0,50702.0,3.0,891.0
2022-01-12,1093.0,51795.0,2.0,893.0
2022-01-13,977.0,52772.0,2.0,895.0
2022-01-14,871.0,53643.0,5.0,900.0
2022-01-15,750.0,54393.0,3.0,903.0
2022-01-16,598.0,54991.0,5.0,908.0
2022-01-17,404.0,55395.0,1.0,909.0
2022-01-18,463.0,55858.0,2.0,911.0
2022-01-19,438.0,56296.0,3.0,914.0
2022-01-20,370.0,56666.0,2.0,916.0
2022-01-21,280.0,56946.0,4.0,920.0
2022-01-22,226.0,57172.0,4.0,924.0
2022-01-23,212.0,57384.0,3.0,927.0
2022-01-24,96.0,57480.0,5.0,932.0
2022-01-25,168.0,57648.0,2.0,934.0
2022-01-26,146.0,57794.0,3.0,937.0
2022-01-27,125.0,57919.0,3.0,940.0
2022-01-28,122.0,58041.0,5.0,945.0
2022-01-29,88.0,58129.0,4.0,949.0
2022-01-30,69.0,58198.0,4.0,953.0
2022-01-31,45.0,58243.0,0.0,953.0
2022-02-01,55.0,58298.0,3.0,956.0
2022-02-02,37.0,58335.0,3.0,959.0
2022-02-03,46.0,58381.0,3.0,962.0
2022-02-04,26.0,58407.0,0.0,962.0
2022-02-05,36.0,58443.0,2.0,964.0
2022-02-06,15.0,58458.0,3.0,967.0
2022-02-07,32.0,58490.0,2.0,969.0
2022-02-08,18.0,58508.0,0.0,969.0
2022-02-09,19.0,58527.0,2.0,971.0
2022-02-10,15.0,58542.0,0.0,971.0
2022-02-11,15.0,58557.0,0.0,971.0
2022-02-12,6.0,58563.0,1.0,972.0
2022-02-13,6.0,58569.0,0.0,972.0
2022-02-14,6.0,58575.0,1.0,973.0
2022-02-15,2.0,58577.0,0.0,973.0
2022-02-16,7.0,58584.0,0.0,973.0
2022-02-17,9.0,58593.0,2.0,975.0
2022-02-18,2.0,58595.0,1.0,976.0
2022-02-19,9.0,58604.0,0.0,976.0
2022-02-20,7.0,58611.0,0.0,976.0
2022-02-21,5.0,58616.0,1.0,977.0
2022-02-22,2.0,58618.0,0.0,977.0
2022-02-23,3.0,58621.0,0.0,977.0
2022-02-24,0.0,58621.0,0.0,977.0
2022-02-25,5.0,58626.0,1.0,978.0
2022-02-26,3.0,58629.0,1.0,979.0
2022-02-27,3.0,58632.0,0.0,979.0
2022-02-28,1.0,58633.0,0.0,979.0
2022-03-01,5.0,58638.0,0.0,979.0
2022-03-02,0.0,58638.0,0.0,979.0
2022-03-03,0.0,58638.0,0.0,979.0
2022-03-04,7.0,58645.0,1.0,980.0
2022-03-05,1.0,58646.0,0.0,980.0
2022-03-06,3.0,58649.0,0.0,980.0
2022-03-07,3.0,58652.0,0.0,980.0
2022-03-08,2.0,58654.0,0.0,980.0
2022-03-09,2.0,58656.0,1.0,981.0
2022-03-10,1.0,58657.0,0.0,981.0
2022-03-11,0.0,58657.0,0.0,981.0
2022-03-12,0.0,58657.0,0.0,981.0
2022-03-13,1.0,58658.0,0.0,981.0
2022-03-14,1.0,58659.0,0.0,981.0
2022-03-15,1.0,58660.0,0.0,981.0
2022-03-16,0.0,58660.0,0.0,981.0
2022-03-17,0.0,58660.0,0.0,981.0
2022-03-18,1.0,58661.0,0.0,981.0
2022-03-19,1.0,58662.0,0.0,981.0
2022-03-20,0.0,58662.0,0.0,981.0
2022-03-21,3.0,58665.0,0.0,981.0
2022-03-22,0.0,58665.0,0.0,981.0
2022-03-23,0.0,58665.0,0.0,981.0
2022-03-24,0.0,58665.0,0.0,981.0
2022-03-25,0.0,58665.0,0.0,981.0
2022-03-26,1.0,58666.0,1.0,982.0
2022-03-27,0.0,58666.0,0.0,982.0
2022-03-28,2.0,58668.0,0.0,982.0
2022-03-29,0.0,58668.0,0.0,982.0
2022-03-30,0.0,58668.0,0.0,982.0
2022-03-31,1.0,58669.0,0.0,982.0
2022-04-01,1.0,58670.0,0.0,982.0
2022-04-02,0.0,58670.0,0.0,982.0
2022-04-03,0.0,58670.0,0.0,982.0
2022-04-04,35.0,58705.0,0.0,982.0
2022-04-05,1.0,58706.0,0.0,982.0
2022-04-06,4.0,58710.0,0.0,982.0
2022-04-07,0.0,58710.0,0.0,982.0
2022-04-08,0.0,58710.0,0.0,982.0
2022-04-09,0.0,58710.0,0.0,982.0
2022-04-10,0.0,58710.0,0.0,982.0
2022-04-12,0.0,58679.0,0.0,982.0
2022-04-13,1.0,58680.0,0.0,982.0
2022-04-14,1.0,58681.0,0.0,982.0
2022-04-15,0.0,58681.0,0.0,982.0
