,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
103138,MRT,Africa,Mauritania,2020-09-02,7089.0,14.0,16.0,160.0,1.0,0.286,1484.573,2.932,3.351,33.507,0.209,0.06,0.88,,,,,,,,,,,,,287.0,0.06,0.0557,17.9,tests performed,,,,,,,,,,,,,,29.63,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103139,MRT,Africa,Mauritania,2020-09-03,7106.0,17.0,16.143,160.0,0.0,0.286,1488.133,3.56,3.381,33.507,0.0,0.06,0.88,,,,,,,,,,,,,286.0,0.06,0.0564,17.7,tests performed,,,,,,,,,,,,,,29.63,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103140,MRT,Africa,Mauritania,2020-09-04,7126.0,20.0,16.286,160.0,0.0,0.286,1492.322,4.188,3.411,33.507,0.0,0.06,0.89,,,,,,,,,,,,,284.0,0.059,0.0573,17.4,tests performed,,,,,,,,,,,,,,29.63,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103141,MRT,Africa,Mauritania,2020-09-05,7134.0,8.0,17.429,160.0,0.0,0.286,1493.997,1.675,3.65,33.507,0.0,0.06,0.91,,,,,,,,,,,,,283.0,0.059,0.0616,16.2,tests performed,,,,,,,,,,,,,,29.63,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103142,MRT,Africa,Mauritania,2020-09-06,7142.0,8.0,18.0,160.0,0.0,0.143,1495.672,1.675,3.77,33.507,0.0,0.03,0.94,,,,,,,,,,,,,281.0,0.059,0.0641,15.6,tests performed,,,,,,,,,,,,,,29.63,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103143,MRT,Africa,Mauritania,2020-09-07,7165.0,23.0,16.714,160.0,0.0,0.143,1500.489,4.817,3.5,33.507,0.0,0.03,0.95,,,,,,,,,,,,,279.0,0.058,0.0599,16.7,tests performed,,,,,,,,,,,,,,29.63,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103144,MRT,Africa,Mauritania,2020-09-08,7165.0,0.0,12.857,160.0,0.0,0.143,1500.489,0.0,2.693,33.507,0.0,0.03,0.96,,,,,,,,,,,,,279.0,0.058,0.0461,21.7,tests performed,,,,,,,,,,,,,,29.63,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103145,MRT,Africa,Mauritania,2020-09-09,7191.0,26.0,14.571,161.0,1.0,0.143,1505.934,5.445,3.052,33.717,0.209,0.03,1.06,,,,,,,,,,,,,279.0,0.058,0.0522,19.1,tests performed,,,,,,,,,,,,,,29.63,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103146,MRT,Africa,Mauritania,2020-09-10,7222.0,31.0,16.571,161.0,0.0,0.143,1512.426,6.492,3.47,33.717,0.0,0.03,1.12,,,,,,,,,,,,,279.0,0.058,0.0594,16.8,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103147,MRT,Africa,Mauritania,2020-09-11,7266.0,44.0,20.0,161.0,0.0,0.143,1521.64,9.214,4.188,33.717,0.0,0.03,1.11,,,,,,,,,,,,,279.0,0.058,0.0717,14.0,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103148,MRT,Africa,Mauritania,2020-09-12,7274.0,8.0,20.0,161.0,0.0,0.143,1523.316,1.675,4.188,33.717,0.0,0.03,1.04,,,,,,,,,76110.0,,15.939,,279.0,0.058,0.0717,14.0,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103149,MRT,Africa,Mauritania,2020-09-13,7276.0,2.0,19.143,161.0,0.0,0.143,1523.735,0.419,4.009,33.717,0.0,0.03,0.97,,,,,,,,,76256.0,146.0,15.969,0.031,260.0,0.054,0.0736,13.6,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103150,MRT,Africa,Mauritania,2020-09-14,7295.0,19.0,18.571,161.0,0.0,0.143,1527.713,3.979,3.889,33.717,0.0,0.03,0.93,,,,,,,,,76483.0,227.0,16.017,0.048,253.0,0.053,0.0734,13.6,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103151,MRT,Africa,Mauritania,2020-09-15,7319.0,24.0,22.0,161.0,0.0,0.143,1532.74,5.026,4.607,33.717,0.0,0.03,0.9,,,,,,,,,76784.0,301.0,16.08,0.063,256.0,0.054,0.0859,11.6,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103152,MRT,Africa,Mauritania,2020-09-16,7332.0,13.0,20.143,161.0,0.0,0.0,1535.462,2.722,4.218,33.717,0.0,0.0,0.85,,,,,,,,,,,,,240.0,0.05,0.0839,11.9,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103153,MRT,Africa,Mauritania,2020-09-17,7346.0,14.0,17.714,161.0,0.0,0.0,1538.394,2.932,3.71,33.717,0.0,0.0,0.83,,,,,,,,,,,,,225.0,0.047,0.0787,12.7,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103154,MRT,Africa,Mauritania,2020-09-18,7361.0,15.0,13.571,161.0,0.0,0.0,1541.535,3.141,2.842,33.717,0.0,0.0,0.81,,,,,,,,,77298.0,,16.188,,210.0,0.044,0.0646,15.5,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103155,MRT,Africa,Mauritania,2020-09-19,7365.0,4.0,13.0,161.0,0.0,0.0,1542.373,0.838,2.722,33.717,0.0,0.0,0.83,,,,,,,,,77703.0,405.0,16.273,0.085,228.0,0.048,0.057,17.5,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103156,MRT,Africa,Mauritania,2020-09-20,7368.0,3.0,13.143,161.0,0.0,0.0,1543.001,0.628,2.752,33.717,0.0,0.0,0.85,,,,,,,,,77970.0,267.0,16.328,0.056,245.0,0.051,0.0536,18.6,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103157,MRT,Africa,Mauritania,2020-09-21,7384.0,16.0,12.714,161.0,0.0,0.0,1546.352,3.351,2.663,33.717,0.0,0.0,0.88,,,,,,,,,,,,,242.0,0.051,0.0525,19.0,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103158,MRT,Africa,Mauritania,2020-09-22,7403.0,19.0,12.0,161.0,0.0,0.0,1550.331,3.979,2.513,33.717,0.0,0.0,0.9,,,,,,,,,,,,,229.0,0.048,0.0524,19.1,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103159,MRT,Africa,Mauritania,2020-09-23,7425.0,22.0,13.286,161.0,0.0,0.0,1554.938,4.607,2.782,33.717,0.0,0.0,0.9,,,,,,,,,,,,,234.0,0.049,0.0568,17.6,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103160,MRT,Africa,Mauritania,2020-09-24,7433.0,8.0,12.429,161.0,0.0,0.0,1556.613,1.675,2.603,33.717,0.0,0.0,0.86,,,,,,,,,,,,,239.0,0.05,0.052,19.2,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103161,MRT,Africa,Mauritania,2020-09-25,7457.0,24.0,13.714,161.0,0.0,0.0,1561.639,5.026,2.872,33.717,0.0,0.0,0.85,,,,,,,,,,,,,244.0,0.051,0.0562,17.8,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103162,MRT,Africa,Mauritania,2020-09-26,7462.0,5.0,13.857,161.0,0.0,0.0,1562.687,1.047,2.902,33.717,0.0,0.0,0.82,,,,,,,,,,,,,216.0,0.045,0.0642,15.6,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103163,MRT,Africa,Mauritania,2020-09-27,7464.0,2.0,13.714,161.0,0.0,0.0,1563.105,0.419,2.872,33.717,0.0,0.0,0.79,,,,,,,,,,,,,207.0,0.043,0.0663,15.1,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103164,MRT,Africa,Mauritania,2020-09-28,7474.0,10.0,12.857,161.0,0.0,0.0,1565.2,2.094,2.693,33.717,0.0,0.0,0.76,,,,,,,,,,,,,207.0,0.043,0.0621,16.1,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103165,MRT,Africa,Mauritania,2020-09-29,7488.0,14.0,12.143,161.0,0.0,0.0,1568.131,2.932,2.543,33.717,0.0,0.0,0.73,,,,,,,,,79835.0,,16.719,,207.0,0.043,0.0587,17.0,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103166,MRT,Africa,Mauritania,2020-09-30,7502.0,14.0,11.0,161.0,0.0,0.0,1571.063,2.932,2.304,33.717,0.0,0.0,0.7,,,,,,,,,80051.0,216.0,16.764,0.045,208.0,0.044,0.0529,18.9,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103167,MRT,Africa,Mauritania,2020-10-01,7505.0,3.0,10.286,161.0,0.0,0.0,1571.692,0.628,2.154,33.717,0.0,0.0,0.65,,,,,,,,,80362.0,311.0,16.829,0.065,223.0,0.047,0.0461,21.7,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103168,MRT,Africa,Mauritania,2020-10-02,7511.0,6.0,7.714,162.0,1.0,0.143,1572.948,1.257,1.616,33.926,0.209,0.03,0.64,,,,,,,,,,,,,216.0,0.045,0.0357,28.0,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103169,MRT,Africa,Mauritania,2020-10-03,7517.0,6.0,7.857,162.0,0.0,0.143,1574.205,1.257,1.645,33.926,0.0,0.03,0.67,,,,,,,,,,,,,209.0,0.044,0.0376,26.6,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103170,MRT,Africa,Mauritania,2020-10-04,7520.0,3.0,8.0,162.0,0.0,0.143,1574.833,0.628,1.675,33.926,0.0,0.03,0.67,,,,,,,,,80832.0,,16.928,,202.0,0.042,0.0396,25.2,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103171,MRT,Africa,Mauritania,2020-10-05,7523.0,3.0,7.0,162.0,0.0,0.143,1575.461,0.628,1.466,33.926,0.0,0.03,0.64,,,,,,,,,81120.0,288.0,16.988,0.06,213.0,0.045,0.0329,30.4,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103172,MRT,Africa,Mauritania,2020-10-06,7529.0,6.0,5.857,162.0,0.0,0.143,1576.718,1.257,1.227,33.926,0.0,0.03,0.65,,,,,,,,,,,,,209.0,0.044,0.028,35.7,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103173,MRT,Africa,Mauritania,2020-10-07,7535.0,6.0,4.714,162.0,0.0,0.143,1577.974,1.257,0.987,33.926,0.0,0.03,0.68,,,,,,,,,,,,,203.0,0.043,0.0232,43.1,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103174,MRT,Africa,Mauritania,2020-10-08,7540.0,5.0,5.0,162.0,0.0,0.143,1579.021,1.047,1.047,33.926,0.0,0.03,0.72,,,,,,,,,,,,,184.0,0.039,0.0272,36.8,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103175,MRT,Africa,Mauritania,2020-10-09,7548.0,8.0,5.286,163.0,1.0,0.143,1580.697,1.675,1.107,34.135,0.209,0.03,0.77,,,,,,,,,,,,,187.0,0.039,0.0283,35.4,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103176,MRT,Africa,Mauritania,2020-10-10,7550.0,2.0,4.714,163.0,0.0,0.143,1581.115,0.419,0.987,34.135,0.0,0.03,0.83,,,,,,,,,82007.0,,17.174,,190.0,0.04,0.0248,40.3,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103177,MRT,Africa,Mauritania,2020-10-11,7550.0,0.0,4.286,163.0,0.0,0.143,1581.115,0.0,0.898,34.135,0.0,0.03,0.9,,,,,,,,,82098.0,91.0,17.193,0.019,181.0,0.038,0.0237,42.2,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103178,MRT,Africa,Mauritania,2020-10-12,7554.0,4.0,4.429,163.0,0.0,0.143,1581.953,0.838,0.927,34.135,0.0,0.03,0.98,,,,,,,,,,,,,179.0,0.037,0.0247,40.4,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103179,MRT,Africa,Mauritania,2020-10-13,7565.0,11.0,5.143,163.0,0.0,0.143,1584.257,2.304,1.077,34.135,0.0,0.03,1.09,,,,,,,,,,,,,192.0,0.04,0.0268,37.3,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103180,MRT,Africa,Mauritania,2020-10-14,7572.0,7.0,5.286,163.0,0.0,0.143,1585.723,1.466,1.107,34.135,0.0,0.03,1.15,,,,,,,,,,,,,206.0,0.043,0.0257,39.0,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103181,MRT,Africa,Mauritania,2020-10-15,7585.0,13.0,6.429,163.0,0.0,0.143,1588.445,2.722,1.346,34.135,0.0,0.03,1.22,,,,,,,,,,,,,220.0,0.046,0.0292,34.2,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103182,MRT,Africa,Mauritania,2020-10-16,7603.0,18.0,7.857,163.0,0.0,0.0,1592.215,3.77,1.645,34.135,0.0,0.0,1.24,,,,,,,,,,,,,233.0,0.049,0.0337,29.7,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103183,MRT,Africa,Mauritania,2020-10-17,7607.0,4.0,8.143,163.0,0.0,0.0,1593.052,0.838,1.705,34.135,0.0,0.0,1.19,,,,,,,,,,,,,247.0,0.052,0.033,30.3,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103184,MRT,Africa,Mauritania,2020-10-18,7608.0,1.0,8.286,163.0,0.0,0.0,1593.262,0.209,1.735,34.135,0.0,0.0,1.16,,,,,,,,,,,,,273.0,0.057,0.0304,32.9,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103185,MRT,Africa,Mauritania,2020-10-19,7621.0,13.0,9.571,163.0,0.0,0.0,1595.984,2.722,2.004,34.135,0.0,0.0,1.16,,,,,,,,,,,,,273.0,0.057,0.0351,28.5,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103186,MRT,Africa,Mauritania,2020-10-20,7634.0,13.0,9.857,163.0,0.0,0.0,1598.707,2.722,2.064,34.135,0.0,0.0,1.11,,,,,,,,,,,,,273.0,0.057,0.0361,27.7,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103187,MRT,Africa,Mauritania,2020-10-21,7638.0,4.0,9.429,163.0,0.0,0.0,1599.544,0.838,1.975,34.135,0.0,0.0,1.04,,,,,,,,,,,,,273.0,0.057,0.0345,29.0,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103188,MRT,Africa,Mauritania,2020-10-22,7650.0,12.0,9.286,163.0,0.0,0.0,1602.057,2.513,1.945,34.135,0.0,0.0,1.03,,,,,,,,,,,,,273.0,0.057,0.034,29.4,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103189,MRT,Africa,Mauritania,2020-10-23,7662.0,12.0,8.429,163.0,0.0,0.0,1604.57,2.513,1.765,34.135,0.0,0.0,1.01,,,,,,,,,,,,,273.0,0.057,0.0309,32.4,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103190,MRT,Africa,Mauritania,2020-10-24,7663.0,1.0,8.0,163.0,0.0,0.0,1604.78,0.209,1.675,34.135,0.0,0.0,0.99,,,,,,,,,,,,,273.0,0.057,0.0293,34.1,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103191,MRT,Africa,Mauritania,2020-10-25,7664.0,1.0,8.0,163.0,0.0,0.0,1604.989,0.209,1.675,34.135,0.0,0.0,0.99,,,,,,,,,,,,,273.0,0.057,0.0293,34.1,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103192,MRT,Africa,Mauritania,2020-10-26,7677.0,13.0,8.0,163.0,0.0,0.0,1607.712,2.722,1.675,34.135,0.0,0.0,1.01,,,,,,,,,,,,,273.0,0.057,0.0293,34.1,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103193,MRT,Africa,Mauritania,2020-10-27,7680.0,3.0,6.571,163.0,0.0,0.0,1608.34,0.628,1.376,34.135,0.0,0.0,0.96,,,,,,,,,,,,,273.0,0.057,0.0241,41.5,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103194,MRT,Africa,Mauritania,2020-10-28,7688.0,8.0,7.143,163.0,0.0,0.0,1610.015,1.675,1.496,34.135,0.0,0.0,0.99,,,,,,,,,,,,,273.0,0.057,0.0262,38.2,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103195,MRT,Africa,Mauritania,2020-10-29,7700.0,12.0,7.143,163.0,0.0,0.0,1612.528,2.513,1.496,34.135,0.0,0.0,1.01,,,,,,,,,,,,,273.0,0.057,0.0262,38.2,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103196,MRT,Africa,Mauritania,2020-10-30,7700.0,0.0,5.429,163.0,0.0,0.0,1612.528,0.0,1.137,34.135,0.0,0.0,1.01,,,,,,,,,,,,,273.0,0.057,0.0199,50.3,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103197,MRT,Africa,Mauritania,2020-10-31,7703.0,3.0,5.714,163.0,0.0,0.0,1613.157,0.628,1.197,34.135,0.0,0.0,1.13,,,,,,,,,87552.0,,18.335,,273.0,0.057,0.0209,47.8,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103198,MRT,Africa,Mauritania,2020-11-01,7704.0,1.0,5.714,163.0,0.0,0.0,1613.366,0.209,1.197,34.135,0.0,0.0,1.26,,,,,,,,,87633.0,81.0,18.352,0.017,245.0,0.051,0.0233,42.9,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103199,MRT,Africa,Mauritania,2020-11-02,7704.0,0.0,3.857,163.0,0.0,0.0,1613.366,0.0,0.808,34.135,0.0,0.0,1.43,,,,,,,,,88310.0,677.0,18.494,0.142,303.0,0.063,0.0127,78.6,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103200,MRT,Africa,Mauritania,2020-11-03,7724.0,20.0,6.286,164.0,1.0,0.143,1617.554,4.188,1.316,34.345,0.209,0.03,1.71,,,,,,,,,,,,,342.0,0.072,0.0184,54.4,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103201,MRT,Africa,Mauritania,2020-11-04,7744.0,20.0,8.0,164.0,0.0,0.143,1621.743,4.188,1.675,34.345,0.0,0.03,1.81,,,,,,,,,,,,,380.0,0.08,0.0211,47.5,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103202,MRT,Africa,Mauritania,2020-11-05,7777.0,33.0,11.0,165.0,1.0,0.286,1628.654,6.911,2.304,34.554,0.209,0.06,1.83,,,,,,,,,,,,,419.0,0.088,0.0263,38.1,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103203,MRT,Africa,Mauritania,2020-11-06,7804.0,27.0,14.857,165.0,0.0,0.286,1634.308,5.654,3.111,34.554,0.0,0.06,1.72,,,,,,,,,,,,,457.0,0.096,0.0325,30.8,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103204,MRT,Africa,Mauritania,2020-11-07,7814.0,10.0,15.857,165.0,0.0,0.286,1636.402,2.094,3.321,34.554,0.0,0.06,1.59,,,,,,,,,,,,,496.0,0.104,0.032,31.3,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103205,MRT,Africa,Mauritania,2020-11-08,7820.0,6.0,16.571,165.0,0.0,0.286,1637.659,1.257,3.47,34.554,0.0,0.06,1.5,,,,,,,,,,,,,562.0,0.118,0.0295,33.9,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103206,MRT,Africa,Mauritania,2020-11-09,7833.0,13.0,18.429,165.0,0.0,0.286,1640.381,2.722,3.859,34.554,0.0,0.06,1.45,,,,,,,,,,,,,543.0,0.114,0.0339,29.5,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
103207,MRT,Africa,Mauritania,2020-11-10,7848.0,15.0,17.714,165.0,0.0,0.143,1643.522,3.141,3.71,34.554,0.0,0.03,1.43,,,,,,,,,,,,,543.0,0.114,0.0326,30.7,tests performed,,,,,,,,,,,,,,21.3,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
